1.2702204e-05	0.0004234068	0.01411356	0.470452	0.514998
0.0006828912	0.02276304	0.758768	0.211442	0.00634326
7.621317e-06	0.0002540439	0.00846813	0.282271	0.708999
0.000518166	0.0172722	0.57574	0.394631	0.01183893
0.0002710773	0.00903591	0.301197	0.669413	0.02008239
2.546073e-05	0.000848691	0.0282897	0.94299	0.0282897
0.0004358034	0.01452678	0.484226	0.486225	0.01458675
0.0006828912	0.02276304	0.758768	0.211442	0.00634326
0.00634326	0.211442	0.758768	0.02276304	0.0006828912
0.0002710773	0.00903591	0.301197	0.669413	0.02008239
0.000518166	0.0172722	0.57574	0.394631	0.01183893
2.5404408e-06	8.468136e-05	0.002822712	0.0940904	0.903
0.0003534408	0.01178136	0.392712	0.577819	0.01733457
0.0001887147	0.00629049	0.209683	0.761007	0.02283021
0.000518166	0.0172722	0.57574	0.394631	0.01183893
2.5404408e-06	8.468136e-05	0.002822712	0.0940904	0.903
0.0001063521	0.00354507	0.118169	0.852602	0.02557806
0.0005058117	0.01686039	0.562013	0.40837	0.0122511
0.0002710773	0.00903591	0.301197	0.669413	0.02008239
1.5242634e-05	0.0005080878	0.01693626	0.564542	0.417998
0.0001887147	0.00629049	0.209683	0.761007	0.02283021
0.0004358034	0.01452678	0.484226	0.486225	0.01458675
2.546073e-05	0.000848691	0.0282897	0.94299	0.0282897
0.00359544	0.119848	0.850283	0.02550849	0.0007652547
2.2863951e-05	0.0007621317	0.02540439	0.846813	0.126997
0.01458675	0.486225	0.484226	0.01452678	0.0004358034
2.0323521e-05	0.0006774507	0.02258169	0.752723	0.223998
1.5242634e-05	0.0005080878	0.01693626	0.564542	0.417998
0.0006828912	0.02276304	0.758768	0.211442	0.00634326
0.0003246138	0.01082046	0.360682	0.609877	0.01829631
0.01733457	0.577819	0.392712	0.01178136	0.0003534408
0.01183893	0.394631	0.57574	0.0172722	0.000518166
0.02283021	0.761007	0.209683	0.00629049	0.0001887147
0.0008476173	0.02825391	0.941797	0.02825391	0.0008476173
0.02825211	0.941737	0.02825211	0.0008475633	2.5426899e-05
7.9058997e-07	2.6352999e-05	0.0008784333	0.02928111	0.976037
2.0323521e-05	0.0006774507	0.02258169	0.752723	0.223998
0.0008476173	0.02825391	0.941797	0.02825391	0.0008476173
0.0007652547	0.02550849	0.850283	0.119848	0.00359544
0.320998	0.658633	0.01975899	0.0005927697	1.7783091e-05
0.611999	0.376361	0.01129083	0.0003387249	1.0161747e-05
0.514998	0.470452	0.01411356	0.0004234068	1.2702204e-05
5.080887e-06	0.0001693629	0.00564543	0.188181	0.805999
0.0001887147	0.00629049	0.209683	0.761007	0.02283021
2.2863951e-05	0.0007621317	0.02540439	0.846813	0.126997
1.7783091e-05	0.0005927697	0.01975899	0.658633	0.320998
0.02557806	0.852602	0.118169	0.00354507	0.0001063521
0.0008476173	0.02825391	0.941797	0.02825391	0.0008476173
0.01183893	0.394631	0.57574	0.0172722	0.000518166
0.0006828912	0.02276304	0.758768	0.211442	0.00634326
0.0002710773	0.00903591	0.301197	0.669413	0.02008239
0.01183893	0.394631	0.57574	0.0172722	0.000518166
0.00909108	0.303036	0.667254	0.02001762	0.0006005286
0.02008239	0.669413	0.301197	0.00903591	0.0002710773
1.5242634e-05	0.0005080878	0.01693626	0.564542	0.417998
0.01183893	0.394631	0.57574	0.0172722	0.000518166
2.2863951e-05	0.0007621317	0.02540439	0.846813	0.126997
0.000518166	0.0172722	0.57574	0.394631	0.01183893
0.0006005286	0.02001762	0.667254	0.303036	0.00909108
0.0001887147	0.00629049	0.209683	0.761007	0.02283021
2.5404408e-06	8.468136e-05	0.002822712	0.0940904	0.903
0.0002710773	0.00903591	0.301197	0.669413	0.02008239
0.0006828912	0.02276304	0.758768	0.211442	0.00634326
0.0007652547	0.02550849	0.850283	0.119848	0.00359544
0.0001063521	0.00354507	0.118169	0.852602	0.02557806
0.000518166	0.0172722	0.57574	0.394631	0.01183893
0.0004358034	0.01452678	0.484226	0.486225	0.01458675
0.0003534408	0.01178136	0.392712	0.577819	0.01733457
0.0003534408	0.01178136	0.392712	0.577819	0.01733457
0.0001063521	0.00354507	0.118169	0.852602	0.02557806
0.000835263	0.0278421	0.92807	0.041993	0.00125979
0.00909108	0.303036	0.667254	0.02001762	0.0006005286
0.0006005286	0.02001762	0.667254	0.303036	0.00909108
0.00359544	0.119848	0.850283	0.02550849	0.0007652547
